geneName,logFC,AveExpr,t,P.Value,adj.P.Val,B,group,FC.group
ENSG00000067225,11.08523386345151,11.103539080498432,251.10013715633616,3.816158308299048e-23,4.904526657825936e-19,36.98151850047713,(Intercept),up
ENSG00000162511,10.260489162762466,10.25974872251934,209.41430320021846,3.1722942920473175e-22,8.69135818211881e-19,36.36029104047245,(Intercept),up
ENSG00000067560,9.203797158564361,9.25733731347013,202.71673936729033,4.635002710111108e-22,8.69135818211881e-19,36.231084937473106,(Intercept),up
ENSG00000074800,10.019944359985045,10.054971859076424,200.46100829614406,5.2812831092338345e-22,8.69135818211881e-19,36.18526406597705,(Intercept),up
ENSG00000084234,11.327790555181165,11.396444751207738,200.17631686298844,5.369568465462568e-22,8.69135818211881e-19,36.17939478561708,(Intercept),up
ENSG00000144028,8.49439146871752,8.498454806636046,196.45284228761992,6.684379432318115e-22,8.69135818211881e-19,36.10079316963143,(Intercept),up
ENSG00000135387,8.433382436333872,8.436657845103538,196.2553376867472,6.763271840494803e-22,8.69135818211881e-19,36.096526541100374,(Intercept),up
ENSG00000167978,9.773217225919694,9.770713596882308,194.52469794896717,7.499442408862714e-22,8.69135818211881e-19,36.05870860273125,(Intercept),up
ENSG00000038945,11.67117967311456,11.731175824689087,192.35217345688523,8.549220527618295e-22,8.69135818211881e-19,36.010115250625,(Intercept),up
ENSG00000153113,8.791148878478797,8.935665235148283,192.0836881419876,8.689656130229973e-22,8.69135818211881e-19,36.004021632747225,(Intercept),up
ENSG00000087365,8.58056537922209,8.609208050827906,191.71494494683037,8.886630811959757e-22,8.69135818211881e-19,35.99562040720032,(Intercept),up
ENSG00000044115,8.800056651635186,8.884115489495496,190.79930113030684,9.397029982294882e-22,8.69135818211881e-19,35.97459685781525,(Intercept),up
ENSG00000148834,8.320781084641478,8.381774507410247,190.3996515703477,9.629704809654652e-22,8.69135818211881e-19,35.96534768320908,(Intercept),up
ENSG00000089154,7.627661450268403,7.599440414252239,189.84108295481045,9.965444440321754e-22,8.69135818211881e-19,35.952345508442605,(Intercept),up
ENSG00000197102,10.2347854235262,10.360242806570984,188.03502272586044,1.1140957215098984e-21,8.69135818211881e-19,35.9096968676224,(Intercept),up
ENSG00000070756,9.892707742925428,9.97942831362822,187.71725031728334,1.1362947350057393e-21,8.69135818211881e-19,35.90209556007303,(Intercept),up
ENSG00000009307,9.011735693638313,9.085036174264468,186.35576859341694,1.236992745103545e-21,8.69135818211881e-19,35.8691923034909,(Intercept),up
ENSG00000167996,12.313294412433939,12.427723956532152,185.81982093159695,1.2792557253549724e-21,8.69135818211881e-19,35.856088858076085,(Intercept),up
ENSG00000066336,9.685096249861614,9.540994458349239,185.48889712190112,1.3061323727600741e-21,8.69135818211881e-19,35.84795495735667,(Intercept),up
ENSG00000019582,12.702595609523186,12.75236723443256,184.251299017367,1.4122138610104672e-21,8.69135818211881e-19,35.81724068216948,(Intercept),up
ENSG00000177731,8.975890138968113,9.018457421604646,183.91943375689397,1.4422253205666837e-21,8.69135818211881e-19,35.80892466350398,(Intercept),up
ENSG00000142669,9.109738519503656,9.110895329060817,182.55529169410434,1.5730658912616224e-21,8.69135818211881e-19,35.77438105603767,(Intercept),up
ENSG00000038219,8.071465542670076,8.070043432797862,181.65440346773528,1.6665105943992173e-21,8.69135818211881e-19,35.7512460795439,(Intercept),up
ENSG00000136813,7.953423719532813,8.013163551507684,181.64313754292837,1.6677166449255346e-21,8.69135818211881e-19,35.750955126809586,(Intercept),up
