MDM.1,MDM.2,MDM.3,MDM.4,MDM.5,MDM.6,MDM.7,MDM.8,MDM.9,MDM.10,MDM.11,MDM.12,MDM.13,MDM.14,MDM.15,MDM.16
ENSG00000158019,ENSG00000164048,ENSG00000131435,ENSG00000198087,ENSG00000105865,ENSG00000204291,ENSG00000167286,ENSG00000137504,ENSG00000101577,ENSG00000102934,,,,,,
ENSG00000075426,ENSG00000114268,ENSG00000255833,ENSG00000137269,ENSG00000158623,ENSG00000119411,ENSG00000134954,ENSG00000149231,ENSG00000101605,ENSG00000103047,,,,,,
ENSG00000213639,ENSG00000178537,ENSG00000146006,ENSG00000118482,ENSG00000133597,ENSG00000138835,ENSG00000107929,ENSG00000196954,ENSG00000158201,ENSG00000108405,,,,,,
ENSG00000163806,ENSG00000172053,ENSG00000113068,ENSG00000188107,ENSG00000090263,ENSG00000136859,ENSG00000187134,ENSG00000137752,ENSG00000134758,ENSG00000179593,,,,,,
ENSG00000150938,ENSG00000172046,ENSG00000170445,ENSG00000168216,ENSG00000127364,ENSG00000106991,ENSG00000196139,ENSG00000149557,ENSG00000101493,ENSG00000125434,,,,,,
ENSG00000115816,ENSG00000185909,ENSG00000113649,ENSG00000118418,ENSG00000165131,ENSG00000095321,ENSG00000152465,ENSG00000107959,ENSG00000178184,ENSG00000108641,,,,,,
ENSG00000119787,ENSG00000236980,ENSG00000113657,ENSG00000135338,ENSG00000225781,ENSG00000119383,ENSG00000170759,ENSG00000134452,ENSG00000196209,ENSG00000168961,,,,,,
ENSG00000115875,ENSG00000173421,ENSG00000170234,ENSG00000025039,ENSG00000159840,ENSG00000198870,ENSG00000151150,ENSG00000170525,ENSG00000125900,ENSG00000232859,,,,,,
ENSG00000143924,ENSG00000188315,ENSG00000113643,ENSG00000135299,ENSG00000213199,ENSG00000130560,ENSG00000156502,ENSG00000151657,ENSG00000125812,ENSG00000176208,,,,,,
ENSG00000119729,ENSG00000114316,ENSG00000181163,ENSG00000080546,ENSG00000164885,ENSG00000196642,ENSG00000156515,ENSG00000175395,ENSG00000149609,ENSG00000108733,,,,,,
ENSG00000115310,ENSG00000068028,ENSG00000113719,ENSG00000168438,ENSG00000167393,ENSG00000187713,ENSG00000148719,ENSG00000151151,ENSG00000188305,ENSG00000275066,,,,,,
ENSG00000162924,ENSG00000164081,ENSG00000113734,ENSG00000123500,ENSG00000181544,ENSG00000198569,ENSG00000122861,ENSG00000196932,ENSG00000220008,ENSG00000161692,,,,,,
ENSG00000169764,ENSG00000010318,ENSG00000048162,ENSG00000187189,ENSG00000102054,ENSG00000148399,ENSG00000108179,ENSG00000204130,ENSG00000198816,ENSG00000178852,,,,,,
ENSG00000143995,ENSG00000010322,ENSG00000197451,ENSG00000146373,ENSG00000101868,ENSG00000099849,ENSG00000152766,ENSG00000168209,ENSG00000090674,ENSG00000198933,,,,,,
ENSG00000115956,ENSG00000114904,ENSG00000169045,ENSG00000118518,ENSG00000101997,ENSG00000244242,ENSG00000026103,ENSG00000122882,ENSG00000214212,ENSG00000121101,,,,,,
ENSG00000059728,ENSG00000186451,ENSG00000137267,ENSG00000112282,ENSG00000131089,ENSG00000183734,ENSG00000023839,ENSG00000108219,ENSG00000198429,ENSG00000167851,,,,,,
ENSG00000163235,ENSG00000157500,ENSG00000124784,ENSG00000079950,ENSG00000147174,ENSG00000110665,ENSG00000166136,ENSG00000119922,ENSG00000123143,ENSG00000186074,,,,,,
ENSG00000124383,ENSG00000163686,ENSG00000111845,ENSG00000146409,ENSG00000126953,ENSG00000183161,ENSG00000148834,ENSG00000119917,ENSG00000123159,ENSG00000109062,,,,,,
ENSG00000135625,ENSG00000189283,ENSG00000225921,ENSG00000024862,ENSG00000147231,ENSG00000166352,ENSG00000165806,ENSG00000185745,ENSG00000051128,ENSG00000161544,,,,,,
ENSG00000065911,ENSG00000227124,ENSG00000050393,ENSG00000146414,ENSG00000172534,ENSG00000157570,ENSG00000175470,ENSG00000152778,ENSG00000256229,ENSG00000154059,,,,,,
ENSG00000159399,ENSG00000080819,ENSG00000204619,ENSG00000178199,ENSG00000102178,ENSG00000181830,ENSG00000110848,ENSG00000107438,ENSG00000196268,ENSG00000184828,,,,,,
ENSG00000034510,ENSG00000163406,ENSG00000204569,ENSG00000026297,ENSG00000091879,ENSG00000149179,ENSG00000172243,ENSG00000095485,ENSG00000198521,ENSG00000167306,,,,,,
ENSG00000176407,ENSG00000169087,ENSG00000196230,ENSG00000106268,ENSG00000187840,ENSG00000149150,ENSG00000111726,ENSG00000196072,ENSG00000213096,ENSG00000130856,,,,,,
ENSG00000172071,ENSG00000144909,ENSG00000204356,ENSG00000157954,ENSG00000104738,ENSG00000167994,ENSG00000123096,ENSG00000165813,ENSG00000168661,ENSG00000125843,,,,,,
ENSG00000153574,ENSG00000172771,ENSG00000112473,ENSG00000011275,ENSG00000172167,ENSG00000168000,ENSG00000184613,ENSG00000065154,ENSG00000180884,ENSG00000125966,,,,,,
ENSG00000158050,ENSG00000004399,ENSG00000231500,ENSG00000003147,ENSG00000156802,ENSG00000168071,ENSG00000111424,ENSG00000176171,ENSG00000197808,ENSG00000244005,,,,,,
ENSG00000163121,ENSG00000206384,ENSG00000227057,ENSG00000106049,ENSG00000179886,ENSG00000162302,ENSG00000066117,ENSG00000111684,ENSG00000189042,ENSG00000149636,,,,,,
ENSG00000196843,ENSG00000138246,ENSG00000096433,ENSG00000155849,ENSG00000235173,ENSG00000168067,ENSG00000123268,ENSG00000182326,ENSG00000197863,ENSG00000101347,,,,,,
ENSG00000158435,ENSG00000182923,ENSG00000198755,ENSG00000106483,ENSG00000147804,ENSG00000213465,ENSG00000135426,ENSG00000139178,ENSG00000251247,ENSG00000197296,,,,,,
ENSG00000163162,ENSG00000168917,ENSG00000156711,ENSG00000165171,ENSG00000160949,ENSG00000162241,ENSG00000205323,ENSG00000111266,ENSG00000198453,ENSG00000187650,,,,,,
ENSG00000115602,ENSG00000158163,ENSG00000137168,ENSG00000127951,ENSG00000167700,ENSG00000174669,ENSG00000110944,ENSG00000139154,ENSG00000196437,ENSG00000105519,,,,,,
ENSG00000071051,ENSG00000138231,ENSG00000112578,ENSG00000019991,ENSG00000160957,ENSG00000174516,ENSG00000175197,ENSG00000139644,ENSG00000090013,ENSG00000142347,,,,,,
ENSG00000115652,ENSG00000071794,ENSG00000146223,ENSG00000205356,ENSG00000188352,ENSG00000175482,ENSG00000139233,ENSG00000183283,ENSG00000142039,ENSG00000129353,,,,,,
ENSG00000115008,ENSG00000163755,ENSG00000112658,ENSG00000221909,ENSG00000099810,ENSG00000172725,ENSG00000127328,ENSG00000175203,ENSG00000007129,ENSG00000197933,,,,,,
ENSG00000125538,ENSG00000181631,ENSG00000171453,ENSG00000106261,ENSG00000147955,ENSG00000149257,ENSG00000049130,ENSG00000135679,ENSG00000167637,ENSG00000130513,,,,,,
ENSG00000136688,ENSG00000181467,ENSG00000124571,ENSG00000078487,ENSG00000221829,ENSG00000137513,ENSG00000111647,ENSG00000028203,ENSG00000105287,ENSG00000130511,,,,,,
ENSG00000136682,ENSG00000169282,ENSG00000096384,ENSG00000166925,ENSG00000198467,ENSG00000077616,ENSG00000151136,ENSG00000075089,ENSG00000105464,ENSG00000131944,,,,,,
ENSG00000115084,ENSG00000163590,ENSG00000230062,ENSG00000160993,ENSG00000107338,ENSG00000166002,ENSG00000110851,ENSG00000135148,ENSG00000104894,ENSG00000130881,,,,,,
ENSG00000115091,ENSG00000169255,ENSG00000112695,ENSG00000133606,ENSG00000135045,ENSG00000182359,ENSG00000198855,ENSG00000089009,ENSG00000186806,ENSG00000197380,,,,,,
ENSG00000088205,ENSG00000173905,ENSG00000146242,ENSG00000197448,ENSG00000148019,ENSG00000075239,ENSG00000174437,ENSG00000123066,ENSG00000167554,ENSG00000197937,,,,,,
ENSG00000125629,ENSG00000173889,ENSG00000013375,ENSG00000133574,ENSG00000165115,ENSG00000149292,ENSG00000111229,ENSG00000111725,ENSG00000177025,ENSG00000203326,,,,,,
ENSG00000226479,ENSG00000177565,ENSG00000135316,ENSG00000082014,ENSG00000188312,ENSG00000149577,ENSG00000111412,ENSG00000088986,ENSG00000083807,ENSG00000167614,,,,,,
ENSG00000144233,ENSG00000172667,ENSG00000135334,ENSG00000055609,ENSG00000106809,ENSG00000149591,ENSG00000111737,ENSG00000135114,ENSG00000099889,ENSG00000197951,,,,,,
ENSG00000115762,ENSG00000114450,ENSG00000178409,ENSG00000105982,ENSG00000106823,ENSG00000184232,ENSG00000255398,ENSG00000135124,ENSG00000128185,ENSG00000198300,,,,,,
ENSG00000082258,ENSG00000205981,ENSG00000025796,ENSG00000183943,ENSG00000158169,ENSG00000166086,ENSG00000139722,ENSG00000112787,ENSG00000099991,ENSG00000119574,,,,,,
ENSG00000115919,ENSG00000114770,ENSG00000135587,ENSG00000011201,ENSG00000136824,ENSG00000151461,ENSG00000072609,ENSG00000196387,ENSG00000100122,ENSG00000100075,,,,,,
ENSG00000121964,ENSG00000114859,ENSG00000155115,ENSG00000196664,ENSG00000070061,ENSG00000107537,ENSG00000139505,ENSG00000121743,ENSG00000100276,ENSG00000099910,,,,,,
ENSG00000115963,ENSG00000156931,ENSG00000074935,ENSG00000123595,ENSG00000157657,ENSG00000241058,ENSG00000139618,ENSG00000122026,ENSG00000100280,ENSG00000100246,,,,,,
ENSG00000123610,ENSG00000113790,ENSG00000028839,ENSG00000169891,ENSG00000136828,ENSG00000150867,ENSG00000102753,ENSG00000136146,ENSG00000100003,ENSG00000100335,,,,,,
ENSG00000080345,ENSG00000073849,ENSG00000112378,ENSG00000067992,ENSG00000167113,ENSG00000188234,ENSG00000102580,ENSG00000185950,ENSG00000100360,ENSG00000184208,,,,,,
ENSG00000196504,ENSG00000061938,ENSG00000135597,ENSG00000189369,ENSG00000198917,ENSG00000204172,ENSG00000088387,ENSG00000139832,ENSG00000100365,ENSG00000100344,,,,,,
ENSG00000153234,ENSG00000159692,ENSG00000135521,ENSG00000247746,ENSG00000187796,ENSG00000204161,ENSG00000198176,ENSG00000213928,ENSG00000100106,ENSG00000196576,,,,,,
ENSG00000136536,ENSG00000168936,ENSG00000120265,ENSG00000131080,ENSG00000180549,ENSG00000099282,ENSG00000129460,ENSG00000139921,ENSG00000100146,ENSG00000154721,,,,,,
ENSG00000153250,ENSG00000188981,ENSG00000120254,ENSG00000158813,ENSG00000186193,ENSG00000156110,ENSG00000187630,ENSG00000027075,ENSG00000183066,ENSG00000142197,,,,,,
ENSG00000136560,ENSG00000175920,ENSG00000153721,ENSG00000089289,ENSG00000176058,ENSG00000165644,ENSG00000092010,ENSG00000126821,ENSG00000075234,ENSG00000160194,,,,,,
ENSG00000115806,ENSG00000178988,ENSG00000120438,ENSG00000184481,ENSG00000064201,ENSG00000187122,ENSG00000100918,ENSG00000126822,ENSG00000188130,,,,,,,
ENSG00000198586,ENSG00000163995,ENSG00000197081,ENSG00000102309,ENSG00000179532,ENSG00000120053,ENSG00000100445,ENSG00000119682,ENSG00000142185,,,,,,,
ENSG00000077380,ENSG00000109667,ENSG00000106263,ENSG00000085224,ENSG00000152270,ENSG00000075826,ENSG00000165502,ENSG00000156127,ENSG00000160310,,,,,,,
ENSG00000152256,ENSG00000169676,ENSG00000174945,ENSG00000010671,ENSG00000186104,ENSG00000107954,ENSG00000168282,ENSG00000089737,,,,,,,,
ENSG00000115966,ENSG00000178177,ENSG00000146535,ENSG00000126947,ENSG00000129159,ENSG00000198873,ENSG00000100519,ENSG00000140319,,,,,,,,
ENSG00000170144,ENSG00000163138,ENSG00000075624,ENSG00000166432,ENSG00000109881,ENSG00000179988,ENSG00000140006,ENSG00000128908,,,,,,,,
ENSG00000116044,ENSG00000181982,ENSG00000106305,ENSG00000147206,ENSG00000110442,ENSG00000165752,ENSG00000170345,ENSG00000166710,,,,,,,,
ENSG00000116095,ENSG00000109618,ENSG00000136240,ENSG00000102409,ENSG00000149091,ENSG00000148832,ENSG00000100591,ENSG00000140287,,,,,,,,
ENSG00000187231,ENSG00000053900,ENSG00000205903,ENSG00000133142,ENSG00000213619,ENSG00000171823,ENSG00000198668,ENSG00000140299,,,,,,,,
ENSG00000163510,ENSG00000157796,ENSG00000122644,ENSG00000089682,ENSG00000110536,ENSG00000047621,ENSG00000165914,ENSG00000069667,,,,,,,,
ENSG00000138434,ENSG00000121897,ENSG00000183742,ENSG00000131725,ENSG00000166793,ENSG00000250510,ENSG00000100796,ENSG00000180304,,,,,,,,
ENSG00000065548,ENSG00000145246,ENSG00000172115,ENSG00000158290,ENSG00000211450,ENSG00000212127,ENSG00000090060,ENSG00000140464,,,,,,,,
ENSG00000138448,ENSG00000170448,ENSG00000106105,ENSG00000171155,ENSG00000134824,ENSG00000255837,ENSG00000205476,ENSG00000167173,,,,,,,,
ENSG00000003436,ENSG00000109189,ENSG00000106588,ENSG00000173275,ENSG00000149485,ENSG00000123106,ENSG00000197102,ENSG00000156232,,,,,,,,
ENSG00000138386,ENSG00000072201,ENSG00000106636,ENSG00000129675,ENSG00000204922,ENSG00000151743,ENSG00000205436,ENSG00000170776,,,,,,,,
ENSG00000115419,ENSG00000084092,ENSG00000136271,ENSG00000171100,ENSG00000126500,ENSG00000173208,ENSG00000126214,ENSG00000172183,,,,,,,,
ENSG00000138378,ENSG00000109163,ENSG00000196262,ENSG00000185973,ENSG00000149782,ENSG00000167566,ENSG00000099814,ENSG00000185033,,,,,,,,
ENSG00000173559,ENSG00000156136,ENSG00000136270,ENSG00000168939,ENSG00000133895,ENSG00000178449,ENSG00000169857,ENSG00000140575,,,,,,,,
ENSG00000081320,ENSG00000138767,ENSG00000136273,ENSG00000147443,ENSG00000168061,ENSG00000094914,ENSG00000134153,ENSG00000140563,,,,,,,,
ENSG00000138411,ENSG00000138756,ENSG00000154978,ENSG00000130227,ENSG00000175602,ENSG00000139641,ENSG00000128917,ENSG00000140450,,,,,,,,
ENSG00000115520,ENSG00000163322,ENSG00000146731,ENSG00000158806,ENSG00000174483,ENSG00000136003,ENSG00000104177,ENSG00000184277,,,,,,,,
ENSG00000115540,ENSG00000138640,ENSG00000106153,ENSG00000120896,ENSG00000175463,ENSG00000111231,ENSG00000198535,ENSG00000127554,,,,,,,,
ENSG00000162971,ENSG00000180346,ENSG00000169902,ENSG00000214050,ENSG00000110697,ENSG00000204856,ENSG00000074410,ENSG00000167967,,,,,,,,
ENSG00000082153,ENSG00000184305,ENSG00000071462,ENSG00000133872,ENSG00000167799,ENSG00000122986,ENSG00000169118,ENSG00000103313,,,,,,,,
ENSG00000013441,ENSG00000145358,ENSG00000243566,ENSG00000147526,ENSG00000110195,ENSG00000110917,ENSG00000103671,ENSG00000005339,,,,,,,,
ENSG00000003402,ENSG00000145348,ENSG00000075223,ENSG00000070501,ENSG00000175581,ENSG00000150967,ENSG00000103769,ENSG00000166676,,,,,,,,
ENSG00000155760,ENSG00000155016,ENSG00000075213,ENSG00000164808,ENSG00000158555,ENSG00000250091,ENSG00000179361,ENSG00000122299,,,,,,,,
ENSG00000118257,ENSG00000138796,ENSG00000085563,ENSG00000168300,ENSG00000165490,ENSG00000198598,ENSG00000140403,ENSG00000134419,,,,,,,,
ENSG00000114933,ENSG00000138794,ENSG00000157224,ENSG00000147576,ENSG00000149196,ENSG00000196458,ENSG00000181026,ENSG00000099364,,,,,,,,
ENSG00000178385,ENSG00000170917,ENSG00000004864,ENSG00000175073,ENSG00000151376,ENSG00000139684,ENSG00000140511,ENSG00000070729,,,,,,,,
ENSG00000197756,ENSG00000085871,ENSG00000106244,ENSG00000140396,ENSG00000137760,ENSG00000188243,ENSG00000086504,ENSG00000166188,,,,,,,,
ENSG00000163466,ENSG00000196782,ENSG00000106245,ENSG00000040341,ENSG00000186318,ENSG00000150403,ENSG00000172236,ENSG00000070770,,,,,,,,
ENSG00000127838,ENSG00000109458,ENSG00000176125,ENSG00000154589,ENSG00000256269,ENSG00000092094,ENSG00000197774,ENSG00000102871,,,,,,,,
ENSG00000135926,ENSG00000151623,ENSG00000087085,ENSG00000164684,ENSG00000172375,ENSG00000213903,ENSG00000167962,ENSG00000140941,,,,,,,,
ENSG00000144580,ENSG00000198589,ENSG00000106366,ENSG00000147614,ENSG00000173456,ENSG00000089775,ENSG00000008517,ENSG00000131165,,,,,,,,
ENSG00000163082,ENSG00000164124,ENSG00000106397,ENSG00000123124,ENSG00000109944,ENSG00000182185,ENSG00000155592,ENSG00000167693,,,,,,,,
ENSG00000152056,ENSG00000183439,ENSG00000161036,ENSG00000085719,ENSG00000166250,ENSG00000081177,ENSG00000169180,ENSG00000167703,,,,,,,,
ENSG00000085449,ENSG00000170088,ENSG00000105821,ENSG00000155099,ENSG00000149418,ENSG00000140044,ENSG00000140807,ENSG00000161921,,,,,,,,
ENSG00000135900,ENSG00000145439,ENSG00000091127,ENSG00000205133,ENSG00000152455,ENSG00000013523,ENSG00000198417,ENSG00000129219,,,,,,,,
ENSG00000173744,ENSG00000137601,ENSG00000075790,ENSG00000164938,ENSG00000165995,ENSG00000015133,ENSG00000187193,ENSG00000161970,,,,,,,,
ENSG00000115009,ENSG00000109572,ENSG00000181016,ENSG00000132549,ENSG00000198298,ENSG00000119632,ENSG00000140859,ENSG00000141506,,,,,,,,
ENSG00000153823,ENSG00000056050,ENSG00000135269,ENSG00000104517,ENSG00000128805,ENSG00000226174,ENSG00000186187,ENSG00000170315,,,,,,,,
ENSG00000153827,ENSG00000164118,ENSG00000128595,ENSG00000104447,ENSG00000128815,ENSG00000169926,ENSG00000135698,ENSG00000154803,,,,,,,,
ENSG00000173692,ENSG00000164306,ENSG00000128524,ENSG00000170873,ENSG00000172731,ENSG00000137880,ENSG00000172530,ENSG00000109079,,,,,,,,
ENSG00000130147,ENSG00000164323,ENSG00000091732,ENSG00000165071,ENSG00000107731,ENSG00000188277,ENSG00000158545,ENSG00000132581,,,,,,,,
ENSG00000144476,ENSG00000164342,ENSG00000106554,ENSG00000022567,ENSG00000198246,ENSG00000067369,ENSG00000197879,ENSG00000167536,,,,,,,,
ENSG00000068024,ENSG00000164344,ENSG00000155561,ENSG00000180155,ENSG00000213551,ENSG00000156958,ENSG00000174238,ENSG00000108582,,,,,,,,
ENSG00000006607,ENSG00000150756,ENSG00000106028,ENSG00000204839,ENSG00000035403,ENSG00000166262,ENSG00000167705,ENSG00000092871,,,,,,,,
ENSG00000204099,ENSG00000164237,ENSG00000257335,ENSG00000147854,ENSG00000108175,ENSG00000256061,ENSG00000007168,ENSG00000166750,,,,,,,,
ENSG00000072756,ENSG00000145569,ENSG00000258227,ENSG00000164975,ENSG00000138182,ENSG00000137845,ENSG00000072849,ENSG00000274736,,,,,,,,
ENSG00000134107,ENSG00000113494,ENSG00000050327,ENSG00000188921,ENSG00000155229,ENSG00000166797,ENSG00000161956,ENSG00000275385,,,,,,,,
ENSG00000134108,ENSG00000082068,ENSG00000033050,ENSG00000107341,ENSG00000155252,ENSG00000138617,ENSG00000277957,ENSG00000275832,,,,,,,,
ENSG00000134109,ENSG00000082074,ENSG00000146909,ENSG00000198722,ENSG00000107819,ENSG00000189227,ENSG00000167874,ENSG00000141741,,,,,,,,
ENSG00000168137,ENSG00000153071,ENSG00000004961,ENSG00000159884,ENSG00000108055,ENSG00000138629,ENSG00000182224,ENSG00000126368,,,,,,,,
ENSG00000241553,ENSG00000177721,ENSG00000184831,ENSG00000122707,ENSG00000119927,ENSG00000103653,ENSG00000196712,ENSG00000171475,,,,,,,,
ENSG00000171135,ENSG00000112992,ENSG00000165168,ENSG00000137075,ENSG00000187164,ENSG00000140497,ENSG00000108691,ENSG00000131759,,,,,,,,
ENSG00000134070,ENSG00000113593,ENSG00000068438,ENSG00000172014,ENSG00000111181,ENSG00000103876,ENSG00000108700,ENSG00000126561,,,,,,,,
ENSG00000132155,ENSG00000134061,ENSG00000102100,ENSG00000165113,ENSG00000002016,ENSG00000172349,ENSG00000271503,ENSG00000168610,,,,,,,,
ENSG00000131389,ENSG00000183323,ENSG00000181191,ENSG00000165025,ENSG00000111203,ENSG00000166716,ENSG00000278311,ENSG00000068079,,,,,,,,
ENSG00000131370,ENSG00000171617,ENSG00000147164,ENSG00000081386,ENSG00000078237,ENSG00000182054,ENSG00000126353,ENSG00000121060,,,,,,,,
ENSG00000144597,ENSG00000145708,ENSG00000147168,ENSG00000136936,ENSG00000111247,ENSG00000184508,ENSG00000168259,ENSG00000062716,,,,,,,,
ENSG00000154813,ENSG00000164252,ENSG00000102390,ENSG00000136874,ENSG00000111665,ENSG00000103202,ENSG00000108854,ENSG00000170832,,,,,,,,
ENSG00000144566,ENSG00000132846,ENSG00000131174,ENSG00000119509,ENSG00000165682,ENSG00000140990,ENSG00000154265,ENSG00000108950,,,,,,,,
ENSG00000183977,ENSG00000164329,ENSG00000241343,ENSG00000136783,ENSG00000111716,ENSG00000065057,ENSG00000133193,ENSG00000187775,,,,,,,,
ENSG00000182247,ENSG00000081189,ENSG00000156697,ENSG00000165181,ENSG00000079337,ENSG00000103197,ENSG00000125458,ENSG00000060069,,,,,,,,
ENSG00000170142,ENSG00000176055,ENSG00000029993,ENSG00000148218,ENSG00000134291,ENSG00000167977,ENSG00000167881,ENSG00000247315,,,,,,,,
ENSG00000091317,ENSG00000164291,ENSG00000184343,ENSG00000136869,ENSG00000167552,ENSG00000162076,ENSG00000108669,ENSG00000198053,,,,,,,,
ENSG00000153560,ENSG00000178015,ENSG00000130827,ENSG00000119402,ENSG00000161800,ENSG00000103145,ENSG00000173762,ENSG00000125845,,,,,,,,
ENSG00000178567,ENSG00000175426,ENSG00000160211,ENSG00000171448,ENSG00000094916,ENSG00000067365,ENSG00000141452,ENSG00000170471,,,,,,,,
ENSG00000076242,ENSG00000113441,ENSG00000130826,ENSG00000011454,ENSG00000123360,ENSG00000103381,ENSG00000141384,ENSG00000124120,,,,,,,,
ENSG00000093167,ENSG00000145743,ENSG00000155959,ENSG00000160445,ENSG00000198056,ENSG00000103544,ENSG00000091164,ENSG00000196839,,,,,,,,
ENSG00000136059,ENSG00000134986,ENSG00000254093,ENSG00000107021,ENSG00000075188,ENSG00000169246,ENSG00000049759,ENSG00000196562,,,,,,,,
ENSG00000172936,ENSG00000169570,ENSG00000156011,ENSG00000175287,ENSG00000139428,ENSG00000243716,ENSG00000101266,ENSG00000130589,,,,,,,,
ENSG00000172939,ENSG00000064692,ENSG00000168495,ENSG00000136878,ENSG00000151164,ENSG00000103495,ENSG00000088833,ENSG00000099860,,,,,,,,
ENSG00000144655,ENSG00000205302,ENSG00000158941,ENSG00000097007,ENSG00000198324,ENSG00000149922,ENSG00000125870,ENSG00000171236,,,,,,,,
ENSG00000168334,ENSG00000064652,ENSG00000173530,ENSG00000188710,ENSG00000198270,ENSG00000102886,ENSG00000132664,ENSG00000174837,,,,,,,,
ENSG00000114784,ENSG00000197375,ENSG00000134028,ENSG00000130723,ENSG00000135119,ENSG00000102879,ENSG00000173404,ENSG00000105376,,,,,,,,
ENSG00000168036,ENSG00000113522,ENSG00000198042,ENSG00000107290,ENSG00000111445,ENSG00000180096,ENSG00000178726,ENSG00000104774,,,,,,,,
ENSG00000163823,ENSG00000113648,ENSG00000085788,ENSG00000165698,ENSG00000170855,ENSG00000005844,ENSG00000077984,ENSG00000105656,,,,,,,,
ENSG00000160791,ENSG00000120733,ENSG00000169139,ENSG00000212864,ENSG00000167272,ENSG00000156853,ENSG00000171552,ENSG00000126247,,,,,,,,
ENSG00000121797,ENSG00000185129,ENSG00000047249,ENSG00000187609,ENSG00000089053,ENSG00000156873,ENSG00000061656,ENSG00000188766,,,,,,,,
ENSG00000047849,ENSG00000182700,ENSG00000137547,ENSG00000130653,ENSG00000184445,ENSG00000140848,ENSG00000125995,ENSG00000130669,,,,,,,,
ENSG00000003756,ENSG00000123643,ENSG00000104331,ENSG00000167333,ENSG00000130783,ENSG00000172775,ENSG00000132792,ENSG00000105193,,,,,,,,
ENSG00000164080,ENSG00000086570,ENSG00000137563,ENSG00000166444,ENSG00000111325,ENSG00000172824,ENSG00000101445,ENSG00000167565,,,,,,,,
ENSG00000272886,ENSG00000164576,ENSG00000104321,ENSG00000133812,ENSG00000051825,ENSG00000135723,ENSG00000124191,ENSG00000269858,,,,,,,,
ENSG00000113812,ENSG00000155858,ENSG00000154582,ENSG00000198730,ENSG00000111361,ENSG00000196155,ENSG00000132823,ENSG00000181027,,,,,,,,
ENSG00000114251,ENSG00000038274,ENSG00000147586,ENSG00000011405,ENSG00000081760,ENSG00000176387,ENSG00000124257,ENSG00000105559,,,,,,,,
ENSG00000174840,ENSG00000146083,ENSG00000156471,ENSG00000151117,ENSG00000176894,ENSG00000102974,ENSG00000198026,ENSG00000171051,,,,,,,,
ENSG00000168374,ENSG00000165671,ENSG00000104356,ENSG00000179057,ENSG00000027001,ENSG00000124067,ENSG00000244687,ENSG00000130844,,,,,,,,
ENSG00000163681,ENSG00000196670,ENSG00000104450,ENSG00000152219,ENSG00000120693,ENSG00000103067,ENSG00000240849,ENSG00000170889,,,,,,,,
ENSG00000163636,ENSG00000183718,ENSG00000034677,ENSG00000110429,ENSG00000136143,ENSG00000103064,ENSG00000101166,ENSG00000131042,,,,,,,,
ENSG00000144741,ENSG00000145949,ENSG00000164933,ENSG00000135363,ENSG00000139675,ENSG00000090857,ENSG00000101182,ENSG00000167618,,,,,,,,
ENSG00000163376,ENSG00000145945,ENSG00000120526,ENSG00000166349,ENSG00000125247,ENSG00000167377,ENSG00000026036,ENSG00000160469,,,,,,,,
ENSG00000163377,ENSG00000124782,ENSG00000182197,ENSG00000110455,ENSG00000134901,ENSG00000153774,ENSG00000181588,ENSG00000180061,,,,,,,,
ENSG00000144747,ENSG00000205269,ENSG00000259305,ENSG00000110077,ENSG00000134905,ENSG00000186153,ENSG00000183617,ENSG00000184979,,,,,,,,
ENSG00000163602,ENSG00000124523,ENSG00000136997,ENSG00000110079,ENSG00000169062,ENSG00000181031,ENSG00000105248,ENSG00000183762,,,,,,,,
ENSG00000163605,ENSG00000172197,ENSG00000179950,ENSG00000162174,ENSG00000136319,ENSG00000185561,ENSG00000087903,ENSG00000099992,,,,,,,,
ENSG00000255423,ENSG00000145996,ENSG00000178896,ENSG00000214753,ENSG00000129484,ENSG00000074370,ENSG00000125731,ENSG00000138942,,,,,,,,
ENSG00000169855,ENSG00000146038,ENSG00000261236,ENSG00000185670,ENSG00000100823,ENSG00000108523,ENSG00000130811,ENSG00000100284,,,,,,,,
ENSG00000083937,ENSG00000276966,ENSG00000185803,ENSG00000173511,ENSG00000165792,ENSG00000181885,ENSG00000130734,ENSG00000221963,,,,,,,,
ENSG00000175105,ENSG00000026950,ENSG00000182325,ENSG00000173992,ENSG00000165804,ENSG00000161955,ENSG00000179262,ENSG00000100353,,,,,,,,
ENSG00000169379,ENSG00000124613,ENSG00000161016,ENSG00000172830,ENSG00000213983,ENSG00000170310,ENSG00000123146,ENSG00000155307,,,,,,,,
ENSG00000178694,ENSG00000187626,ENSG00000182307,ENSG00000110057,ENSG00000196943,ENSG00000132589,ENSG00000130311,ENSG00000180530,,,,,,,,
ENSG00000080200,ENSG00000197062,ENSG00000080608,ENSG00000175567,ENSG00000129493,ENSG00000063015,ENSG00000130522,ENSG00000142168,,,,,,,,
ENSG00000170854,ENSG00000137338,ENSG00000107020,ENSG00000162139,ENSG00000165506,ENSG00000196535,ENSG00000126254,ENSG00000160223,,,,,,,,
ENSG00000080822,ENSG00000189298,ENSG00000165272,ENSG00000137486,ENSG00000100479,ENSG00000221995,ENSG00000186020,ENSG00000186866,,,,,,,,
ENSG00000168386,ENSG00000158691,ENSG00000165271,ENSG00000198382,ENSG00000087299,ENSG00000108578,ENSG00000170956,ENSG00000198712,,,,,,,,
