MDM.1,MDM.2,MDM.3,MDM.4,MDM.5,MDM.6,MDM.7,MDM.8,MDM.9,MDM.10,MDM.11,MDM.12,MDM.13,MDM.14,MDM.15,MDM.16
ENSG00000036054,ENSG00000204576,ENSG00000005238,ENSG00000087884,ENSG00000100490,ENSG00000073605,ENSG00000105372,,,,,,,,,
ENSG00000114354,ENSG00000204536,ENSG00000122694,ENSG00000149262,ENSG00000100578,ENSG00000108773,ENSG00000104936,,,,,,,,,
ENSG00000081154,ENSG00000204438,ENSG00000175768,ENSG00000166037,ENSG00000171723,ENSG00000260325,ENSG00000090372,,,,,,,,,
ENSG00000144802,ENSG00000213722,ENSG00000137124,ENSG00000170903,ENSG00000054690,ENSG00000183978,ENSG00000105499,,,,,,,,,
ENSG00000114573,ENSG00000204371,ENSG00000135046,ENSG00000076043,ENSG00000187105,ENSG00000175832,ENSG00000104804,,,,,,,,,
ENSG00000031081,ENSG00000204366,ENSG00000196305,ENSG00000160593,ENSG00000119673,ENSG00000161682,ENSG00000105501,,,,,,,,,
ENSG00000176142,ENSG00000204308,ENSG00000136842,ENSG00000154114,ENSG00000177465,ENSG00000180329,ENSG00000142556,,,,,,,,,
ENSG00000163389,ENSG00000242574,ENSG00000095209,ENSG00000196323,ENSG00000156030,ENSG00000159314,ENSG00000088038,,,,,,,,,
ENSG00000121594,ENSG00000204231,ENSG00000148143,ENSG00000181192,ENSG00000119640,ENSG00000006025,ENSG00000088053,,,,,,,,,
ENSG00000114030,ENSG00000064999,ENSG00000157654,ENSG00000183049,ENSG00000119703,ENSG00000141294,ENSG00000125503,,,,,,,,,
ENSG00000114520,ENSG00000146192,ENSG00000136930,ENSG00000187522,ENSG00000071246,ENSG00000182742,ENSG00000108107,,,,,,,,,
ENSG00000075785,ENSG00000112212,ENSG00000136942,ENSG00000165985,ENSG00000100629,ENSG00000167083,ENSG00000099974,,,,,,,,,
ENSG00000172780,ENSG00000161911,ENSG00000044574,ENSG00000136738,ENSG00000140025,ENSG00000180891,ENSG00000099998,,,,,,,,,
ENSG00000017260,ENSG00000137413,ENSG00000119335,ENSG00000165322,ENSG00000042088,ENSG00000161513,ENSG00000100024,,,,,,,,,
ENSG00000091527,ENSG00000124496,ENSG00000160447,ENSG00000165731,ENSG00000100605,ENSG00000109089,ENSG00000100219,,,,,,,,,
ENSG00000158092,ENSG00000112624,ENSG00000107263,ENSG00000165406,ENSG00000176438,ENSG00000132481,ENSG00000187860,,,,,,,,,
ENSG00000174564,ENSG00000124587,ENSG00000125485,ENSG00000225830,ENSG00000168350,ENSG00000129646,ENSG00000100036,,,,,,,,,
ENSG00000184432,ENSG00000112640,ENSG00000148303,ENSG00000227345,ENSG00000198826,ENSG00000167895,ENSG00000100385,,,,,,,,,
ENSG00000155893,ENSG00000124702,ENSG00000196363,ENSG00000099290,ENSG00000186073,ENSG00000141527,ENSG00000100243,,,,,,,,,
ENSG00000155903,ENSG00000137171,ENSG00000130559,ENSG00000138286,ENSG00000137841,ENSG00000157637,ENSG00000128274,,,,,,,,,
ENSG00000069849,ENSG00000112659,ENSG00000165661,ENSG00000166348,ENSG00000140323,ENSG00000169696,ENSG00000128165,,,,,,,,,
ENSG00000175066,ENSG00000112759,ENSG00000160360,ENSG00000172586,ENSG00000128944,ENSG00000141556,ENSG00000025708,,,,,,,,,
ENSG00000163714,ENSG00000170915,ENSG00000159069,ENSG00000107864,ENSG00000166133,ENSG00000158270,ENSG00000156261,,,,,,,,,
ENSG00000175040,ENSG00000065308,ENSG00000188229,ENSG00000108239,ENSG00000166140,ENSG00000141404,ENSG00000171189,,,,,,,,,
ENSG00000188313,ENSG00000112144,ENSG00000174775,ENSG00000165879,ENSG00000166145,ENSG00000154040,ENSG00000183527,,,,,,,,,
ENSG00000169908,ENSG00000154079,ENSG00000181649,ENSG00000119929,ENSG00000104147,ENSG00000134042,,,,,,,,,,
ENSG00000181788,ENSG00000119899,ENSG00000175352,ENSG00000107593,ENSG00000140326,ENSG00000101298,,,,,,,,,,
ENSG00000174953,ENSG00000146243,ENSG00000205339,ENSG00000107816,ENSG00000137822,ENSG00000215305,,,,,,,,,,
ENSG00000163659,ENSG00000112773,ENSG00000177054,ENSG00000166169,ENSG00000092470,ENSG00000088836,,,,,,,,,,
ENSG00000163660,ENSG00000083097,ENSG00000176102,ENSG00000198408,ENSG00000140263,ENSG00000101224,,,,,,,,,,
ENSG00000163661,ENSG00000135315,ENSG00000135372,ENSG00000156398,ENSG00000128951,ENSG00000089057,,,,,,,,,,
ENSG00000186432,ENSG00000203872,ENSG00000110436,ENSG00000148700,ENSG00000157456,ENSG00000132623,,,,,,,,,,
ENSG00000114209,ENSG00000213204,ENSG00000085117,ENSG00000119950,ENSG00000167196,ENSG00000100994,,,,,,,,,,
ENSG00000008952,ENSG00000172469,ENSG00000134575,ENSG00000119979,ENSG00000169609,ENSG00000100997,,,,,,,,,,
ENSG00000136603,ENSG00000112234,ENSG00000025434,ENSG00000148908,ENSG00000140525,ENSG00000088305,,,,,,,,,,
ENSG00000154310,ENSG00000132424,ENSG00000110514,ENSG00000107669,ENSG00000197299,ENSG00000182584,,,,,,,,,,
ENSG00000075651,ENSG00000118690,ENSG00000134571,ENSG00000107902,ENSG00000166965,ENSG00000198646,,,,,,,,,,
ENSG00000075420,ENSG00000112367,ENSG00000165915,ENSG00000171840,ENSG00000068305,ENSG00000131067,,,,,,,,,,
ENSG00000171109,ENSG00000155111,ENSG00000109920,ENSG00000111254,ENSG00000161981,ENSG00000124181,,,,,,,,,,
ENSG00000058056,ENSG00000178425,ENSG00000134802,ENSG00000111319,ENSG00000103152,ENSG00000204070,,,,,,,,,,
ENSG00000058063,ENSG00000111907,ENSG00000134809,ENSG00000111653,ENSG00000242612,ENSG00000124251,,,,,,,,,,
ENSG00000043093,ENSG00000111906,ENSG00000213593,ENSG00000065970,ENSG00000103266,ENSG00000244274,,,,,,,,,,
ENSG00000161202,ENSG00000093144,ENSG00000110042,ENSG00000110852,ENSG00000103254,ENSG00000124140,,,,,,,,,,
ENSG00000175166,ENSG00000198945,ENSG00000110104,ENSG00000084444,ENSG00000162004,ENSG00000125520,,,,,,,,,,
ENSG00000136527,ENSG00000118507,ENSG00000006118,ENSG00000197837,ENSG00000103253,ENSG00000130590,,,,,,,,,,
ENSG00000244405,ENSG00000135540,ENSG00000221968,ENSG00000052126,ENSG00000007376,ENSG00000171700,,,,,,,,,,
ENSG00000113916,ENSG00000112425,ENSG00000149016,ENSG00000205707,ENSG00000197599,ENSG00000115286,,,,,,,,,,
ENSG00000196083,ENSG00000120253,ENSG00000149499,ENSG00000064115,ENSG00000074071,ENSG00000130005,,,,,,,,,,
ENSG00000180611,ENSG00000120262,ENSG00000133316,ENSG00000152944,ENSG00000182685,ENSG00000133275,,,,,,,,,,
ENSG00000114315,ENSG00000091831,ENSG00000176340,ENSG00000211455,ENSG00000184207,ENSG00000141873,,,,,,,,,,
ENSG00000133657,ENSG00000131018,ENSG00000162298,ENSG00000151229,ENSG00000162063,ENSG00000172006,,,,,,,,,,
ENSG00000184203,ENSG00000091844,ENSG00000173465,ENSG00000139218,ENSG00000162062,ENSG00000032444,,,,,,,,,,
ENSG00000072274,ENSG00000215712,ENSG00000254470,ENSG00000172640,ENSG00000162068,ENSG00000260001,,,,,,,,,,
ENSG00000161217,ENSG00000175048,ENSG00000172757,ENSG00000167528,ENSG00000162073,ENSG00000188321,,,,,,,,,,
ENSG00000180370,ENSG00000071242,ENSG00000175550,ENSG00000139636,ENSG00000168101,ENSG00000224689,,,,,,,,,,
ENSG00000119231,ENSG00000136213,ENSG00000174996,ENSG00000185432,ENSG00000067836,ENSG00000244165,,,,,,,,,,
ENSG00000122068,ENSG00000106009,ENSG00000239306,ENSG00000135457,ENSG00000184857,ENSG00000205517,,,,,,,,,,
ENSG00000186001,ENSG00000106012,ENSG00000110092,ENSG00000063046,ENSG00000153048,ENSG00000171295,,,,,,,,,,
ENSG00000185619,ENSG00000164916,ENSG00000085733,ENSG00000182544,ENSG00000140743,ENSG00000197054,,,,,,,,,,
ENSG00000063978,ENSG00000182095,ENSG00000137522,ENSG00000139625,ENSG00000169189,ENSG00000037757,,,,,,,,,,
ENSG00000168884,ENSG00000164535,ENSG00000181924,ENSG00000161642,ENSG00000184730,ENSG00000132024,,,,,,,,,,
ENSG00000132406,ENSG00000106415,ENSG00000062282,ENSG00000123384,ENSG00000176476,ENSG00000132017,,,,,,,,,,
ENSG00000109519,ENSG00000106524,ENSG00000137502,ENSG00000135407,ENSG00000254206,ENSG00000130312,,,,,,,,,,
ENSG00000087008,ENSG00000105877,ENSG00000087053,ENSG00000175215,ENSG00000185905,ENSG00000130299,,,,,,,,,,
ENSG00000071127,ENSG00000164649,ENSG00000118113,ENSG00000136040,ENSG00000079616,ENSG00000167487,,,,,,,,,,
ENSG00000137449,ENSG00000122550,ENSG00000137692,ENSG00000120798,ENSG00000149929,ENSG00000064490,,,,,,,,,,
ENSG00000109606,ENSG00000070882,ENSG00000110660,ENSG00000139344,ENSG00000179965,ENSG00000184635,,,,,,,,,,
ENSG00000038210,ENSG00000105991,ENSG00000178105,ENSG00000111666,ENSG00000091651,ENSG00000188171,,,,,,,,,,
ENSG00000168214,ENSG00000106069,ENSG00000137710,ENSG00000139351,ENSG00000177200,ENSG00000182141,,,,,,,,,,
ENSG00000047365,ENSG00000122507,ENSG00000137714,ENSG00000166046,ENSG00000103494,ENSG00000197013,,,,,,,,,,
ENSG00000174125,ENSG00000122547,ENSG00000204381,ENSG00000135093,ENSG00000217555,ENSG00000196172,,,,,,,,,,
ENSG00000109790,ENSG00000006715,ENSG00000137713,ENSG00000204852,ENSG00000089505,ENSG00000178904,,,,,,,,,,
ENSG00000078140,ENSG00000178665,ENSG00000150768,ENSG00000204842,ENSG00000125149,ENSG00000105697,,,,,,,,,,
ENSG00000163694,ENSG00000164776,ENSG00000150787,ENSG00000173064,ENSG00000124074,ENSG00000161298,,,,,,,,,,
ENSG00000163069,ENSG00000274070,ENSG00000137656,ENSG00000089127,ENSG00000182810,ENSG00000267041,,,,,,,,,,
ENSG00000145216,ENSG00000135205,ENSG00000109917,ENSG00000166578,ENSG00000197943,ENSG00000171817,,,,,,,,,,
ENSG00000109220,ENSG00000187257,ENSG00000149428,ENSG00000186815,ENSG00000131149,ENSG00000198182,,,,,,,,,,
ENSG00000134851,ENSG00000135211,ENSG00000107937,ENSG00000111707,ENSG00000260456,ENSG00000104814,,,,,,,,,,
ENSG00000047315,ENSG00000135185,ENSG00000108021,ENSG00000157837,ENSG00000185669,ENSG00000090006,,,,,,,,,,
ENSG00000033178,ENSG00000005469,ENSG00000057608,ENSG00000175727,ENSG00000167515,ENSG00000105352,,,,,,,,,,
ENSG00000083896,ENSG00000242950,ENSG00000136770,ENSG00000073060,ENSG00000204991,ENSG00000079462,,,,,,,,,,
ENSG00000018189,ENSG00000004766,ENSG00000148516,ENSG00000177169,ENSG00000140995,ENSG00000176472,,,,,,,,,,
ENSG00000173542,ENSG00000004799,ENSG00000150093,ENSG00000196199,ENSG00000196689,ENSG00000185453,,,,,,,,,,
ENSG00000169429,ENSG00000146833,ENSG00000099250,ENSG00000165475,ENSG00000197417,ENSG00000178150,,,,,,,,,,
ENSG00000124875,ENSG00000221838,ENSG00000165733,ENSG00000139517,ENSG00000213977,ENSG00000104863,,,,,,,,,,
ENSG00000163739,ENSG00000166997,ENSG00000265354,ENSG00000139508,ENSG00000180626,ENSG00000177380,,,,,,,,,,
ENSG00000163735,ENSG00000106330,ENSG00000182010,ENSG00000244754,ENSG00000129195,ENSG00000063127,,,,,,,,,,
ENSG00000163734,ENSG00000146830,ENSG00000096746,ENSG00000083642,ENSG00000181284,ENSG00000126458,,,,,,,,,,
ENSG00000081041,ENSG00000106404,ENSG00000060339,ENSG00000133114,ENSG00000166582,ENSG00000142405,,,,,,,,,,
ENSG00000163738,ENSG00000161048,ENSG00000165637,ENSG00000176124,ENSG00000205309,ENSG00000105063,,,,,,,,,,
ENSG00000124882,ENSG00000135250,ENSG00000204020,ENSG00000139668,ENSG00000171953,ENSG00000090971,,,,,,,,,,
ENSG00000109321,ENSG00000164597,ENSG00000148677,ENSG00000136098,ENSG00000072134,ENSG00000198440,,,,,,,,,,
ENSG00000138757,ENSG00000158467,ENSG00000095637,ENSG00000178695,ENSG00000212719,ENSG00000196263,,,,,,,,,,
ENSG00000138768,ENSG00000128607,ENSG00000052749,ENSG00000125304,ENSG00000109084,ENSG00000186272,,,,,,,,,,
ENSG00000169245,ENSG00000105875,ENSG00000213341,ENSG00000169413,ENSG00000007202,ENSG00000152454,,,,,,,,,,
ENSG00000138750,ENSG00000182158,ENSG00000107815,ENSG00000092200,ENSG00000108262,ENSG00000174586,,,,,,,,,,
ENSG00000138670,ENSG00000157741,ENSG00000148840,ENSG00000092051,ENSG00000131242,ENSG00000070371,,,,,,,,,,
ENSG00000138668,ENSG00000127362,ENSG00000173915,ENSG00000100441,ENSG00000185379,ENSG00000184470,,,,,,,,,,
ENSG00000118762,ENSG00000127412,ENSG00000148843,ENSG00000129518,ENSG00000154760,ENSG00000099904,,,,,,,,,,
ENSG00000163110,ENSG00000106144,ENSG00000065621,ENSG00000151332,ENSG00000173801,ENSG00000183773,,,,,,,,,,
ENSG00000070190,ENSG00000198420,ENSG00000151532,ENSG00000150527,ENSG00000012048,ENSG00000159496,,,,,,,,,,
ENSG00000109270,ENSG00000204947,ENSG00000154473,ENSG00000198718,ENSG00000108312,ENSG00000197077,,,,,,,,,,
ENSG00000138821,ENSG00000197024,ENSG00000107949,ENSG00000100485,ENSG00000006062,ENSG00000184117,,,,,,,,,,
ENSG00000109320,ENSG00000170260,ENSG00000108010,ENSG00000020577,ENSG00000108439,ENSG00000100319,,,,,,,,,,
ENSG00000109332,ENSG00000133619,ENSG00000111640,ENSG00000139946,ENSG00000108465,ENSG00000184076,,,,,,,,,,
ENSG00000164038,ENSG00000181444,ENSG00000111641,ENSG00000053770,ENSG00000136444,ENSG00000133424,,,,,,,,,,
ENSG00000168769,ENSG00000106560,ENSG00000111674,ENSG00000032219,ENSG00000121057,ENSG00000189060,,,,,,,,,,
ENSG00000174749,ENSG00000182378,ENSG00000111676,ENSG00000100592,ENSG00000011143,ENSG00000244509,,,,,,,,,,
ENSG00000145390,ENSG00000182162,ENSG00000111678,ENSG00000176153,ENSG00000108389,ENSG00000243811,,,,,,,,,,
ENSG00000050730,ENSG00000130150,ENSG00000215021,ENSG00000072415,ENSG00000108384,ENSG00000100359,,,,,,,,,,
ENSG00000164111,ENSG00000169249,ENSG00000126749,ENSG00000139988,ENSG00000175175,ENSG00000100399,,,,,,,,,,
ENSG00000151012,ENSG00000047230,ENSG00000178878,ENSG00000139990,ENSG00000182628,ENSG00000167074,,,,,,,,,,
ENSG00000151014,ENSG00000188158,ENSG00000008394,ENSG00000198732,ENSG00000068489,ENSG00000100167,,,,,,,,,,
ENSG00000109436,ENSG00000044446,ENSG00000004700,ENSG00000213463,ENSG00000136492,ENSG00000100376,,,,,,,,,,
ENSG00000170185,ENSG00000120280,ENSG00000111711,ENSG00000006432,ENSG00000136478,ENSG00000160200,,,,,,,,,,
ENSG00000164164,ENSG00000198947,ENSG00000123095,ENSG00000119711,ENSG00000154229,ENSG00000173638,,,,,,,,,,
ENSG00000137462,ENSG00000165175,ENSG00000029153,ENSG00000119638,ENSG00000161509,,,,,,,,,,,
ENSG00000145428,ENSG00000171659,ENSG00000139116,ENSG00000165548,ENSG00000132470,,,,,,,,,,,
ENSG00000171566,ENSG00000147124,ENSG00000134294,ENSG00000151445,ENSG00000108479,,,,,,,,,,,
ENSG00000052795,ENSG00000221994,ENSG00000167550,ENSG00000100596,ENSG00000141524,,,,,,,,,,,
ENSG00000109756,ENSG00000094631,ENSG00000167553,ENSG00000140030,ENSG00000173894,,,,,,,,,,,
ENSG00000151726,ENSG00000124313,ENSG00000161638,ENSG00000042317,ENSG00000141519,,,,,,,,,,,
ENSG00000109762,ENSG00000147130,ENSG00000135392,ENSG00000053254,ENSG00000181045,,,,,,,,,,,
ENSG00000186352,ENSG00000147133,ENSG00000170515,ENSG00000140090,ENSG00000185504,,,,,,,,,,,
ENSG00000164151,ENSG00000147162,ENSG00000092841,ENSG00000165959,ENSG00000183048,,,,,,,,,,,
ENSG00000133398,ENSG00000204131,ENSG00000062485,ENSG00000185100,ENSG00000185813,,,,,,,,,,,
ENSG00000037474,ENSG00000242732,ENSG00000110955,ENSG00000183828,ENSG00000101624,,,,,,,,,,,
ENSG00000112941,ENSG00000131269,ENSG00000166986,ENSG00000128739,ENSG00000134769,,,,,,,,,,,
ENSG00000124275,ENSG00000165240,ENSG00000135446,ENSG00000166912,ENSG00000152240,,,,,,,,,,,
ENSG00000169862,ENSG00000188917,ENSG00000111012,ENSG00000104081,ENSG00000167315,,,,,,,,,,,
ENSG00000056097,ENSG00000198960,ENSG00000118600,ENSG00000174197,ENSG00000166845,,,,,,,,,,,
ENSG00000113387,ENSG00000184867,ENSG00000166226,ENSG00000166887,ENSG00000134440,,,,,,,,,,,
ENSG00000168685,ENSG00000180964,ENSG00000091039,ENSG00000103994,ENSG00000150636,,,,,,,,,,,
ENSG00000145623,ENSG00000172465,ENSG00000175183,ENSG00000092531,ENSG00000176225,,,,,,,,,,,
ENSG00000164327,ENSG00000133138,ENSG00000139323,ENSG00000128881,ENSG00000101220,,,,,,,,,,,
ENSG00000171522,ENSG00000126016,ENSG00000257242,ENSG00000255302,ENSG00000132646,,,,,,,,,,,
ENSG00000132356,ENSG00000003096,ENSG00000173598,ENSG00000260916,ENSG00000149474,,,,,,,,,,,
ENSG00000205765,ENSG00000147251,ENSG00000111142,ENSG00000181827,ENSG00000089091,,,,,,,,,,,
ENSG00000112972,ENSG00000187808,ENSG00000139343,ENSG00000128923,ENSG00000101003,,,,,,,,,,,
ENSG00000172239,ENSG00000177485,ENSG00000120805,ENSG00000128915,ENSG00000101004,,,,,,,,,,,
ENSG00000152684,ENSG00000122122,ENSG00000255150,ENSG00000129003,ENSG00000215529,,,,,,,,,,,
ENSG00000134352,ENSG00000085185,ENSG00000136026,ENSG00000103657,ENSG00000101444,,,,,,,,,,,
ENSG00000155545,ENSG00000156709,ENSG00000136045,ENSG00000028528,ENSG00000101019,,,,,,,,,,,
ENSG00000062194,ENSG00000165675,ENSG00000139433,ENSG00000103707,ENSG00000080839,,,,,,,,,,,
ENSG00000113448,ENSG00000156531,ENSG00000122965,ENSG00000140463,ENSG00000166619,,,,,,,,,,,
ENSG00000164181,ENSG00000186376,ENSG00000089157,ENSG00000140382,ENSG00000101190,,,,,,,,,,,
ENSG00000197860,ENSG00000165359,ENSG00000111775,ENSG00000242498,ENSG00000065268,,,,,,,,,,,
ENSG00000145740,ENSG00000198689,ENSG00000139725,ENSG00000140548,ENSG00000228300,,,,,,,,,,,
ENSG00000134058,ENSG00000022267,ENSG00000110801,ENSG00000196391,ENSG00000071655,,,,,,,,,,,
ENSG00000273841,ENSG00000063601,ENSG00000086598,ENSG00000185518,ENSG00000129911,,,,,,,,,,,
ENSG00000145734,ENSG00000102181,ENSG00000111358,ENSG00000103148,ENSG00000133246,,,,,,,,,,,
ENSG00000083312,ENSG00000089820,ENSG00000132341,ENSG00000007541,ENSG00000130812,,,,,,,,,,,
ENSG00000145741,ENSG00000102032,ENSG00000177192,ENSG00000138834,ENSG00000130816,,,,,,,,,,,
ENSG00000176928,ENSG00000177854,ENSG00000184967,ENSG00000103343,ENSG00000130159,,,,,,,,,,,
ENSG00000122012,ENSG00000160219,ENSG00000090615,ENSG00000153406,ENSG00000105607,,,,,,,,,,,
ENSG00000171530,ENSG00000155189,ENSG00000132963,ENSG00000089486,ENSG00000132016,,,,,,,,,,,
ENSG00000113273,ENSG00000154328,ENSG00000139514,ENSG00000166246,ENSG00000141858,,,,,,,,,,,
ENSG00000039319,ENSG00000250305,ENSG00000102781,ENSG00000118900,ENSG00000131351,,,,,,,,,,,
ENSG00000174695,ENSG00000078674,ENSG00000133101,ENSG00000179583,ENSG00000160113,,,,,,,,,,,
ENSG00000038427,ENSG00000168476,ENSG00000120697,ENSG00000103489,ENSG00000130475,,,,,,,,,,,
ENSG00000175471,ENSG00000120913,ENSG00000136167,ENSG00000006007,ENSG00000130520,,,,,,,,,,,
ENSG00000173221,ENSG00000008853,ENSG00000184226,ENSG00000011638,ENSG00000160352,,,,,,,,,,,
ENSG00000153922,ENSG00000120899,ENSG00000102595,ENSG00000155719,ENSG00000196081,,,,,,,,,,,
ENSG00000174132,ENSG00000104290,ENSG00000151287,ENSG00000122254,ENSG00000213967,,,,,,,,,,,
ENSG00000152503,ENSG00000104660,ENSG00000129562,ENSG00000176046,ENSG00000105173,,,,,,,,,,,
ENSG00000251201,ENSG00000172728,ENSG00000172590,ENSG00000103485,ENSG00000126249,,,,,,,,,,,
ENSG00000145779,ENSG00000183779,ENSG00000100462,ENSG00000149932,ENSG00000205138,,,,,,,,,,,
ENSG00000151304,ENSG00000156735,ENSG00000100836,ENSG00000102882,ENSG00000142046,,,,,,,,,,,
ENSG00000155324,ENSG00000169499,ENSG00000157326,ENSG00000169951,ENSG00000077348,,,,,,,,,,,
ENSG00000173926,ENSG00000104365,ENSG00000100911,ENSG00000102870,ENSG00000073050,,,,,,,,,,,
ENSG00000066583,ENSG00000176209,ENSG00000092108,ENSG00000175938,ENSG00000131116,,,,,,,,,,,
ENSG00000169567,ENSG00000120925,ENSG00000100941,ENSG00000178226,ENSG00000179846,,,,,,,,,,,
ENSG00000158985,ENSG00000121039,ENSG00000087303,ENSG00000176723,ENSG00000117877,,,,,,,,,,,
ENSG00000217128,ENSG00000104427,ENSG00000100522,ENSG00000103479,ENSG00000230510,,,,,,,,,,,
ENSG00000164400,ENSG00000183808,ENSG00000100528,ENSG00000102878,ENSG00000105486,,,,,,,,,,,
ENSG00000125347,ENSG00000156162,ENSG00000197045,ENSG00000159713,ENSG00000105552,,,,,,,,,,,
ENSG00000131437,ENSG00000164941,ENSG00000126803,ENSG00000159714,ENSG00000062822,,,,,,,,,,,
ENSG00000072364,ENSG00000132541,ENSG00000134001,ENSG00000159720,ENSG00000198482,,,,,,,,,,,
ENSG00000113583,ENSG00000155792,ENSG00000072110,ENSG00000141084,ENSG00000170954,,,,,,,,,,,
ENSG00000213585,ENSG00000156787,ENSG00000100632,ENSG00000167261,ENSG00000197928,,,,,,,,,,,
ENSG00000113558,ENSG00000156804,ENSG00000071537,ENSG00000103056,ENSG00000160336,,,,,,,,,,,
ENSG00000113575,ENSG00000164961,ENSG00000133962,ENSG00000198373,ENSG00000178201,,,,,,,,,,,
ENSG00000119048,ENSG00000129295,ENSG00000066455,ENSG00000180917,ENSG00000204519,,,,,,,,,,,
ENSG00000152700,ENSG00000167632,ENSG00000080824,ENSG00000277481,ENSG00000204514,,,,,,,,,,,
ENSG00000113615,ENSG00000171045,ENSG00000166166,ENSG00000178573,ENSG00000100023,,,,,,,,,,,
ENSG00000181904,ENSG00000234616,ENSG00000170779,ENSG00000135686,ENSG00000100104,,,,,,,,,,,
ENSG00000145832,ENSG00000167653,ENSG00000166923,ENSG00000177946,ENSG00000183765,,,,,,,,,,,
ENSG00000120709,ENSG00000130193,ENSG00000137814,ENSG00000141480,ENSG00000186575,,,,,,,,,,,
ENSG00000120738,ENSG00000250571,ENSG00000167004,ENSG00000180787,ENSG00000100150,,,,,,,,,,,
ENSG00000120705,ENSG00000183309,ENSG00000137767,ENSG00000029725,ENSG00000100297,,,,,,,,,,,
ENSG00000113013,ENSG00000173137,ENSG00000140307,ENSG00000108590,ENSG00000100348,,,,,,,,,,,
ENSG00000044115,ENSG00000213563,ENSG00000182718,ENSG00000141505,ENSG00000100092,,,,,,,,,,,
ENSG00000015479,ENSG00000197363,ENSG00000035664,ENSG00000132535,ENSG00000241360,,,,,,,,,,,
ENSG00000131508,ENSG00000196150,ENSG00000166794,ENSG00000185156,ENSG00000100151,,,,,,,,,,,
ENSG00000120306,ENSG00000080503,ENSG00000174442,ENSG00000276231,ENSG00000198951,,,,,,,,,,,
ENSG00000113070,ENSG00000080298,ENSG00000067225,ENSG00000197566,ENSG00000100304,,,,,,,,,,,
ENSG00000213523,ENSG00000205808,ENSG00000137817,ENSG00000177302,ENSG00000100347,,,,,,,,,,,
ENSG00000120314,ENSG00000164985,ENSG00000156642,ENSG00000142494,ENSG00000100364,,,,,,,,,,,
ENSG00000178913,ENSG00000164989,ENSG00000173546,ENSG00000108599,ENSG00000182858,,,,,,,,,,,
ENSG00000113580,ENSG00000173068,ENSG00000140391,ENSG00000109083,ENSG00000128159,,,,,,,,,,,
ENSG00000145817,ENSG00000096872,ENSG00000166411,ENSG00000173065,ENSG00000079974,,,,,,,,,,,
ENSG00000091009,ENSG00000213930,ENSG00000041357,ENSG00000141298,ENSG00000159259,,,,,,,,,,,
ENSG00000164266,ENSG00000137070,ENSG00000182774,ENSG00000181481,ENSG00000157617,,,,,,,,,,,
ENSG00000113712,ENSG00000137078,ENSG00000169612,ENSG00000126861,ENSG00000160298,,,,,,,,,,,
ENSG00000155850,ENSG00000274349,ENSG00000140521,ENSG00000126860,,,,,,,,,,,,
ENSG00000086589,ENSG00000107282,ENSG00000131876,ENSG00000172123,,,,,,,,,,,,
ENSG00000256235,ENSG00000155621,ENSG00000103126,ENSG00000167914,,,,,,,,,,,,
ENSG00000145901,ENSG00000187210,ENSG00000172366,ENSG00000141753,,,,,,,,,,,,
ENSG00000145907,ENSG00000172159,ENSG00000007516,ENSG00000033627,,,,,,,,,,,,
ENSG00000037749,ENSG00000148090,ENSG00000174109,ENSG00000108784,,,,,,,,,,,,
ENSG00000172548,ENSG00000106819,ENSG00000206053,ENSG00000108786,,,,,,,,,,,,
ENSG00000113282,ENSG00000127084,ENSG00000140988,ENSG00000141699,,,,,,,,,,,,
ENSG00000145860,ENSG00000188152,ENSG00000131652,ENSG00000037042,,,,,,,,,,,,
ENSG00000164332,ENSG00000136943,ENSG00000140650,ENSG00000108799,,,,,,,,,,,,
ENSG00000118322,ENSG00000106785,ENSG00000153066,ENSG00000161664,,,,,,,,,,,,
ENSG00000120137,ENSG00000106789,ENSG00000171490,ENSG00000168517,,,,,,,,,,,,
ENSG00000043462,ENSG00000095383,ENSG00000103342,ENSG00000120071,,,,,,,,,,,,
ENSG00000072803,ENSG00000106799,ENSG00000103512,ENSG00000073969,,,,,,,,,,,,
ENSG00000072786,ENSG00000198785,ENSG00000261210,ENSG00000141279,,,,,,,,,,,,
ENSG00000168246,ENSG00000106771,ENSG00000103316,ENSG00000141295,,,,,,,,,,,,
ENSG00000174705,ENSG00000119471,ENSG00000058600,ENSG00000121067,,,,,,,,,,,,
ENSG00000120129,ENSG00000148158,ENSG00000177548,ENSG00000136504,,,,,,,,,,,,
ENSG00000145919,ENSG00000119457,ENSG00000149925,ENSG00000011258,,,,,,,,,,,,
ENSG00000113742,ENSG00000119321,ENSG00000099385,ENSG00000108960,,,,,,,,,,,,
ENSG00000113194,ENSG00000148225,ENSG00000171208,ENSG00000108423,,,,,,,,,,,,
ENSG00000169228,ENSG00000106948,ENSG00000087263,ENSG00000062725,,,,,,,,,,,,
ENSG00000169230,ENSG00000148219,ENSG00000102900,ENSG00000170836,,,,,,,,,,,,
ENSG00000161011,ENSG00000119401,ENSG00000140853,ENSG00000141376,,,,,,,,,,,,
ENSG00000161010,ENSG00000136848,ENSG00000102931,ENSG00000261371,,,,,,,,,,,,
ENSG00000131459,ENSG00000173611,ENSG00000005194,ENSG00000198265,,,,,,,,,,,,
ENSG00000204628,ENSG00000177125,ENSG00000070761,ENSG00000180901,,,,,,,,,,,,
ENSG00000021355,ENSG00000136895,ENSG00000103034,ENSG00000170190,,,,,,,,,,,,
